state,gender,activity_code,count_distinct_person
"Gujarat","female","Unpaid volunteer household maintenance, management, construction, renovation and repair",1
"Gujarat","male","Other activities related to do-it-yourself decoration, maintenance and repair",1
"Gujarat","male","Accompanying own children",1
"Gujarat","female","Using veterinary care or other pet care services (grooming, stabling, holiday or day care)",1
"Gujarat","male","Other activities related to employment in household enterprises providing services",517
"Gujarat","female","Other activities related to employment in household enterprises providing services",111
"Gujarat","female","Serving meals/snacks",180
"Gujarat","female","Talking with and reading to children",58
"Gujarat","female","Other activities related to unpaid caregiving services for household members ",8
"Gujarat","female","Other activities related to childcare and instruction",45
"Gujarat","male","Other activities related to unpaid caregiving services for household members ",5
"Gujarat","female","Exercising",18
"Gujarat","male","Participating in community celebrations of cultural/historic events",3
"Gujarat","male","Using veterinary care or other pet care services (grooming, stabling, holiday or day care)",1
"Gujarat","male","Other activities related to childcare and instruction",5
"Gujarat","female","Other activities related to receiving personal and health/medical care",4
"Gujarat","female","Other activities related to direct unpaid volunteering for other households",6
"Gujarat","female","Unpaid volunteer childcare and instruction",6
"Gujarat","female","Participating in community celebrations of cultural/historic events",5
"Gujarat","female","Other activities related to socializing and communication",3
"Gujarat","male","Unpaid volunteer work on road/building repair, clearing and preparing land, cleaning (streets, markets, etc.), and construction",2
"Gujarat","male","Other unpaid work activities",4
"Gujarat","female","Budgeting, planning, organizing duties and activities in the household",1
"Gujarat","male","Other activities related to household management",3
"Gujarat","female","Forestry and logging for own final use",14
"Gujarat","male","Hobbies",4
"Gujarat","female","Accompanying own children",3
"Gujarat","male","Ironing/pressing/folding",7
"Gujarat","female","Mining and quarrying for the market in household enterprises",1
"Gujarat","female","Breaks during working time within employment",10
"Gujarat","female","Providing paid repair, installation, maintenance and disposal in household enterprises",7
"Gujarat","male","Paying household bills",5
"Gujarat","female","Passive care of dependent adult",2
"Gujarat","female","Hobbies",2
"Gujarat","male","Breaks during working time within employment",14
"Gujarat","male","Serving meals/snacks",3
"Gujarat","female","Meetings and arrangements with schools and child care service providers",1
"Gujarat","male","Setting up a business",6
"Gujarat","female","Other self-care and maintenance activities",5
"Gujarat","male","Other self-care and maintenance activities",7
"Gujarat","male","Feeding, cleaning, physical care for non-dependent adult household members including for temporary illness",1
"Gujarat","male","Other activities related to community- and organizationbased unpaid volunteering",2
"Gujarat","female","Minding children (passive care)",30
"Gujarat","female","Assisting dependent adults with medical care",5
"Gujarat","male","Travelling time related to unpaid volunteer, trainee and other unpaid work",5
"Gujarat","male","Seeking employment",16
"Gujarat","male","Other activities related to socializing and communication",4
"Gujarat","male","Minding children (passive care)",10
"Gujarat","male","Vehicle maintenance and repairs",8
"Gujarat","female","Feeding, cleaning, physical care for non-dependent adult household members including for temporary illness",4
"Gujarat","female","Assisting dependent adults with tasks of daily living",8
"Gujarat","female","Other activities related to do-it-yourself decoration, maintenance and repair",4
"Gujarat","female","Do-it-yourself improvement, maintenance and repair of own dwelling",2
"Gujarat","male","Do-it-yourself improvement, maintenance and repair of own dwelling",2
"Gujarat","male","Aquaculture for the market in household enterprises",1
"Gujarat","male","Shopping for/availing of services and related activity",5
"Gujarat","transgender","Activities associated with reflecting, resting, relaxing",1
"Gujarat","male","Fishing for the market in household enterprises",10
"Gujarat","female","Attendance at organized/mass cultural events and shows",1
"Gujarat","female","Mending/repairing and care of clothes and shoes; cleaning and polishing shoes",36
"Gujarat","male","Additional study, non-formal education and courses",47
"Gujarat","female","Additional study, non-formal education and courses",31
"Gujarat","male","Other activities related to culture, leisure, mass-media and sports practices",23
"Gujarat","male","Participating in community rites/events (non-religious) of weddings, funerals, births and similar rites-ofpassage",82
"Gujarat","female","Participating in community rites/events (non-religious) of weddings, funerals, births and similar rites-ofpassage",73
"Gujarat","female","Other activities related to pet care",4
"Gujarat","male","Other activities related to cleaning and upkeep of dwelling and surroundings",22
"Gujarat","male","Culture, leisure, mass-media and sports practices",8
"Gujarat","female","Upkeep of indoor/outdoor plants, hedges, garden, grounds, landscape, etc.",27
"Gujarat","male","Upkeep of indoor/outdoor plants, hedges, garden, grounds, landscape, etc.",7
"Gujarat","female","Gathering firewood and other natural products used as fuel for own final use",11
"Gujarat","male","Other activities related to pet care",1
"Gujarat","female","Travelling time related to culture, leisure, mass-media and sports practices",5
"Gujarat","female","Other activities related to culture, leisure, mass-media and sports practices",19
"Gujarat","female","Storing, arranging, preserving food stocks",65
"Gujarat","female","Providing paid personal care services in household enterprises",16
"Gujarat","male","Mining and quarrying for the market in household enterprises",16
"Gujarat","female","Providing paid business and professional services in household enterprises",40
